,Family,CCAvg,Education,Income,CD Account,Mortgage,Personal Loan
1570,4,3.5,1,114,0,0,1
1571,4,2.4,1,73,0,0,0
1573,1,0.8,3,69,1,184,0
1574,3,1.5,1,42,0,0,0
1575,1,2.7,1,88,0,0,0
1577,1,3.0,1,65,0,227,1
1578,2,0.3,2,12,0,104,0
1579,4,3.0,1,122,0,0,1
1580,2,0.0,3,12,0,0,0
1581,2,0.2,1,24,0,0,0
1582,4,4.25,1,170,1,318,1
1583,4,2.3,2,184,1,342,1
1584,4,0.6,3,25,0,125,0
1586,2,2.3,3,50,0,0,0
1588,3,1.1,2,55,0,0,0
1589,1,0.2,2,124,0,0,1
1590,4,2.6,1,58,0,188,0
1591,2,2.8,1,72,0,0,0
1592,1,7.0,3,192,1,0,1
1594,1,2.8,1,93,0,0,0
1595,3,1.0,3,38,0,110,0
1596,4,1.9,3,55,0,164,0
1597,3,0.1,3,11,0,0,0
1599,1,4.9,1,124,0,266,0
1600,2,6.0,1,129,0,0,0
1601,1,4.3,1,180,0,0,0
1602,4,1.4,2,74,0,0,0
1603,1,7.0,3,138,0,86,1
1604,2,3.6,3,111,0,0,1
1605,3,0.8,1,83,0,0,0
1606,4,1.7,1,33,0,87,0
1607,4,0.7,3,21,0,0,0
1608,2,0.3,1,35,0,98,0
1609,1,0.8,3,105,1,0,0
1610,1,0.8,2,103,0,0,0
1611,2,2.3,3,75,0,0,0
1612,1,0.7,1,33,0,104,0
1614,1,2.6,2,89,1,0,0
1615,1,2.5,3,63,0,0,0
1616,4,3.1,2,84,1,0,1
1618,3,1.0,1,29,0,0,0
1621,4,2.2,1,53,0,114,0
1623,1,1.3,1,153,0,455,0
1624,2,0.3,2,31,0,0,0
1625,2,0.7,2,21,0,0,0
1626,2,6.7,1,180,0,0,0
1627,3,0.7,2,82,0,0,0
1628,4,0.8,1,90,0,245,0
1629,4,7.4,3,154,0,0,1
1630,2,1.8,2,99,0,0,0
1631,1,2.6,2,153,1,0,1
1632,2,3.1,2,93,0,0,1
1633,1,0.0,2,53,0,0,0
1634,3,1.3,2,18,1,104,0
1635,1,2.9,1,70,0,0,0
1636,4,1.7,3,100,0,0,0
1637,3,6.3,3,193,0,0,1
1638,1,0.0,1,125,0,0,0
1639,2,0.0,3,68,0,0,0
1640,1,2.0,1,55,0,95,0
1641,4,3.6,3,152,0,0,1
1642,3,1.5,1,84,0,0,0
1643,2,0.0,3,13,0,0,0
1644,4,0.4,1,33,0,131,0
1645,4,1.0,2,89,0,90,0
1646,1,2.4,1,93,0,0,0
1647,4,1.8,3,68,0,0,0
1648,2,1.7,2,85,0,0,0
1649,1,0.8,2,73,0,0,0
1650,4,2.2,2,83,0,106,0
1651,2,6.3,3,158,0,0,1
1652,4,6.0,3,182,0,0,1
1653,2,0.9,3,24,0,123,0
1654,2,2.0,1,102,0,0,0
1655,3,2.8,1,53,0,0,0
1656,2,3.3,1,175,0,0,0
1658,4,0.8,1,14,0,0,0
1659,1,4.0,3,139,1,106,1
1660,3,0.9,1,34,0,0,0
1661,1,1.5,3,64,0,0,0
1662,4,0.1,2,84,0,0,0
1663,3,0.5,2,42,0,0,0
1665,3,1.2,3,100,0,341,0
1666,2,4.2,2,190,0,0,1
1667,1,1.0,1,22,0,91,0
1668,1,0.8,2,20,0,0,0
1669,2,1.4,2,21,0,0,0
1670,4,0.4,2,25,0,101,0
1671,4,1.1,3,20,0,0,0
1672,3,0.2,1,173,1,0,1
1673,2,2.5,1,81,0,0,0
1674,2,0.8,2,139,0,421,1
1675,2,3.9,1,119,0,0,0
1676,4,2.6,3,74,0,104,0
1677,1,1.5,2,42,0,131,0
1678,2,1.1,1,73,0,0,0
1679,4,5.2,1,114,1,0,1
1680,2,1.0,3,44,0,0,0
1682,2,0.0,1,14,0,103,0
1683,2,0.4,3,33,0,0,0
1684,2,2.0,1,83,0,249,0
1685,4,0.8,1,89,0,155,0
1686,4,2.2,1,39,0,0,0
1687,3,2.0,3,83,0,0,0
1688,2,2.0,1,108,0,359,0
1689,3,1.3,2,21,0,0,0
1690,1,1.9,1,102,0,0,0
1691,1,1.6,3,48,0,0,0
1692,3,1.4,1,32,0,0,0
1693,1,0.2,1,43,0,0,0
1694,4,0.4,2,35,0,118,0
1695,1,6.0,1,184,0,0,0
1696,2,7.6,1,140,0,132,0
1697,3,0.7,2,32,0,0,0
1698,1,1.7,1,149,0,0,0
1699,4,0.6,3,15,0,0,0
1700,3,2.33,2,71,0,0,0
1701,4,1.8,2,108,0,0,0
1702,2,0.5,1,122,0,0,0
1703,3,0.1,3,40,0,0,0
1704,2,6.67,1,198,0,0,0
1705,4,1.4,2,79,0,0,0
1706,1,0.1,3,84,0,0,0
1707,3,0.4,2,31,0,0,0
1708,4,0.6,3,12,0,0,0
1709,2,1.6,1,88,0,0,0
1710,2,0.3,2,29,0,131,0
1711,1,6.33,1,201,0,158,0
1713,1,1.0,1,15,0,0,0
1714,2,0.4,1,155,0,107,0
1715,3,0.2,2,25,0,0,0
1716,2,6.5,1,200,0,565,0
1717,1,2.7,2,101,0,233,0
1718,4,0.4,2,19,0,0,0
1719,2,6.5,1,188,0,0,0
1720,1,0.3,1,8,0,0,0
1721,2,2.3,3,59,0,152,0
1722,4,2.6,1,72,1,0,0
1723,1,1.5,3,55,0,0,0
1724,3,0.67,2,24,0,0,0
1725,1,1.3,1,19,0,0,0
1726,2,2.3,3,71,0,150,0
1727,2,1.5,2,54,0,0,0
1728,1,0.3,3,28,0,0,0
1729,4,0.4,3,25,0,0,0
1730,2,0.6,3,51,0,0,0
1731,3,2.4,1,125,0,0,1
1732,2,1.8,2,88,0,319,0
1733,2,2.2,1,125,0,0,0
1734,4,2.1,3,79,0,182,0
1736,2,2.7,1,131,0,394,0
1737,1,0.2,2,70,0,230,0
1738,3,0.9,3,38,0,82,0
1739,1,2.5,1,83,1,0,0
1740,1,2.4,1,59,1,0,0
1741,1,4.7,1,121,0,0,0
1742,2,0.7,3,42,0,137,0
1743,4,1.8,1,32,0,109,0
1744,4,0.8,1,29,0,135,0
1745,2,1.1,2,40,0,0,0
1746,3,0.3,3,25,0,0,0
1747,4,0.4,2,21,0,89,0
1748,3,0.7,2,79,0,151,0
1749,2,2.1,3,52,0,221,0
1750,4,1.7,2,61,0,229,0
1751,2,0.2,1,25,0,0,0
1752,1,7.4,3,155,0,0,1
1753,2,0.4,1,25,0,0,0
1754,4,4.9,1,80,0,0,0
1756,2,0.0,3,23,0,0,0
1757,1,1.2,1,60,0,0,0
1758,2,0.7,1,54,0,0,0
1760,4,0.0,2,33,0,0,0
1761,2,2.0,2,45,0,121,0
1762,4,1.67,3,55,0,89,0
1763,1,5.0,1,134,0,0,0
1764,3,0.6,2,44,0,0,0
1765,2,7.2,1,149,0,154,0
1766,2,0.2,3,22,0,0,0
1767,3,2.33,2,74,0,0,0
1768,4,5.3,1,128,0,84,1
1769,4,2.2,1,62,0,0,0
1770,1,0.1,1,9,0,94,0
1771,2,0.7,3,9,0,0,0
1772,2,0.3,2,15,0,119,0
1774,3,0.5,3,83,0,0,0
1775,1,0.8,3,73,0,117,0
1776,4,1.1,2,42,0,151,0
1777,2,0.7,2,34,0,114,0
1779,1,2.8,1,68,0,0,0
1780,1,2.9,1,82,0,267,0
1781,2,0.7,2,19,0,0,0
1782,2,2.8,1,60,0,181,0
1783,1,1.7,1,192,0,601,0
1784,3,2.0,1,119,1,0,1
1785,2,4.5,1,190,0,0,0
1786,1,1.5,2,34,0,0,0
1787,4,0.2,1,44,1,0,0
1789,4,0.7,1,171,1,567,1
1790,1,0.3,3,43,0,0,0
1791,1,0.0,1,139,1,0,0
1792,1,5.7,1,118,1,0,0
1793,3,0.8,3,113,0,0,1
1794,3,3.9,3,98,0,0,1
1796,2,2.1,3,42,0,0,0
1797,1,8.6,1,143,0,0,0
1798,3,2.7,1,185,0,0,1
1799,4,0.4,2,28,0,100,0
1800,3,1.5,1,45,1,181,0
1802,2,1.3,1,121,0,0,0
1803,1,1.6,1,59,0,0,0
1804,4,2.67,1,64,0,0,0
1805,2,0.0,1,15,0,114,0
1806,1,0.1,1,10,0,0,0
1807,2,0.4,3,61,0,0,0
1808,4,1.5,1,50,0,0,0
1809,4,2.1,3,79,0,0,0
1810,1,0.2,1,35,0,0,0
1811,4,0.5,3,11,0,0,0
1812,1,4.7,1,128,0,0,0
1814,3,0.7,2,79,0,0,0
1815,2,0.4,1,18,1,0,0
1816,2,1.7,2,91,0,0,0
1817,4,0.2,3,9,0,0,0
1818,2,2.2,3,62,0,0,0
1819,1,1.6,1,59,0,231,0
1820,1,0.1,1,25,0,148,0
1821,4,1.3,1,54,0,0,0
1822,1,5.1,2,112,1,86,1
1824,4,8.3,2,194,0,0,1
1825,1,5.8,3,161,0,0,1
1826,1,0.2,1,35,0,171,0
1827,2,2.7,1,113,0,352,0
1828,2,0.3,2,25,0,0,0
1829,3,2.0,3,45,0,0,0
1830,2,7.8,1,119,0,221,0
1831,4,0.4,2,30,0,115,0
1832,4,3.8,2,79,0,0,0
1833,1,0.8,3,178,0,0,1
1834,2,0.3,2,23,0,118,0
1835,2,1.4,1,171,0,284,0
1836,4,1.9,3,74,0,0,0
1837,3,1.0,1,103,0,180,0
1838,1,4.0,1,99,0,0,0
1839,4,1.3,3,43,0,0,0
1840,4,0.4,3,23,0,88,0
1841,1,0.1,2,91,0,199,0
1842,1,2.7,2,93,0,256,0
1843,1,6.0,1,154,0,0,0
1844,3,0.1,3,21,0,0,0
1845,2,2.2,3,65,0,0,0
1846,1,0.1,2,15,0,0,0
1847,3,2.6,3,52,0,159,0
1848,3,1.3,1,30,1,0,0
1849,1,1.6,2,42,0,0,0
1850,4,0.3,1,20,0,97,0
1852,4,1.8,3,54,0,167,0
1853,4,2.6,1,60,0,97,0
1854,3,1.0,2,41,0,0,0
1856,2,1.0,2,21,0,0,0
1857,1,0.8,2,105,0,0,0
1858,3,2.8,1,65,0,240,0
1859,2,0.4,1,20,0,80,0
1860,3,4.9,1,179,0,142,1
1861,1,2.9,1,161,1,0,0
1862,1,3.7,3,82,0,0,0
1863,1,1.2,2,43,0,112,0
1864,2,2.8,1,61,0,0,0
1865,4,1.8,3,90,0,0,0
1866,1,2.6,2,90,0,334,0
1868,1,5.4,1,118,0,0,0
1869,2,2.0,2,44,0,0,0
1870,1,4.1,3,110,0,0,1
1871,4,1.8,2,99,0,268,0
1872,3,1.1,1,98,0,0,0
1873,3,0.7,2,69,0,80,0
1874,3,0.9,2,82,0,218,0
1875,3,2.5,1,112,0,389,0
1876,1,2.9,1,123,0,0,0
1877,1,2.67,2,78,0,0,0
1878,3,0.8,1,59,0,159,0
1879,3,1.7,2,78,0,0,0
1880,4,1.9,3,49,0,89,0
1881,3,2.67,2,82,0,0,0
1882,3,0.6,1,125,1,342,1
1883,1,2.9,1,185,0,0,0
1884,1,7.4,1,163,0,0,0
1885,4,1.1,3,19,1,104,0
1886,4,1.7,2,115,0,0,0
1887,2,2.0,2,81,1,0,0
1888,1,2.8,3,93,0,0,0
1889,4,0.3,1,111,1,372,1
1890,1,8.1,1,184,0,0,0
1891,4,2.2,2,50,0,0,0
1892,3,1.7,1,55,0,0,0
1893,1,0.4,3,13,0,101,0
1895,4,2.6,1,72,0,0,0
1896,1,2.6,2,83,0,0,0
1897,1,0.1,3,98,0,0,0
1898,4,0.1,1,43,0,0,0
1899,1,0.2,1,34,0,0,0
1900,4,0.4,2,10,0,0,0
1901,2,6.67,1,201,0,0,0
1902,3,1.2,3,85,0,107,0
1903,3,1.4,3,50,0,0,0
1904,2,0.0,1,91,0,0,0
1905,2,2.0,1,112,0,241,0
1906,2,0.4,1,98,0,275,0
1907,1,0.3,1,115,0,0,0
1908,4,0.5,2,22,0,112,0
1909,3,1.7,2,101,0,0,0
1910,2,3.8,3,83,0,112,0
1912,3,4.8,2,191,1,0,1
1913,4,0.9,1,134,0,198,1
1914,1,1.6,2,54,0,186,0
1916,3,1.6,3,64,0,0,0
1917,4,1.67,3,53,0,142,0
1918,2,6.0,3,118,1,246,1
1919,2,1.4,2,19,0,120,0
1920,2,0.4,3,31,0,0,0
1921,1,0.8,3,63,0,245,0
1922,1,1.4,3,25,0,0,0
1923,1,0.2,1,22,0,0,0
1924,1,1.8,3,78,0,0,0
1925,1,0.3,1,81,0,218,0
1926,1,2.4,2,41,0,0,0
1928,1,1.2,3,35,0,0,0
1929,1,0.6,3,30,0,0,0
1930,3,1.0,2,51,0,0,0
1931,2,2.0,1,140,0,0,0
1932,3,2.4,1,73,0,185,0
1933,4,1.2,2,40,0,0,0
1934,1,0.8,3,69,0,0,0
1935,1,4.8,3,191,1,0,1
1936,3,3.0,2,82,0,0,0
1937,1,3.3,3,181,1,589,1
1938,1,1.9,3,38,0,0,0
1939,2,0.2,1,23,0,0,0
1940,1,1.8,3,55,0,0,0
1941,2,3.2,1,58,0,0,0
1942,2,0.5,2,29,0,0,0
1943,4,2.6,1,39,0,0,0
1944,3,1.9,2,39,1,83,0
1945,3,1.5,1,30,0,151,0
1946,4,2.0,3,58,0,0,0
1947,1,1.8,3,62,0,231,0
1948,4,2.4,1,62,0,86,0
1949,1,1.2,3,19,0,0,0
1950,1,1.5,2,38,0,0,0
1951,4,2.0,3,84,0,0,0
1953,4,0.2,1,22,0,83,0
1954,4,2.0,3,81,0,277,0
1955,3,0.5,2,32,0,0,0
1956,4,0.8,1,89,0,184,0
1958,1,1.5,1,42,0,0,0
1959,1,1.0,1,130,0,0,0
1960,4,0.0,2,30,0,0,0
1961,1,4.9,1,114,0,0,0
1962,1,6.33,1,155,0,0,0
1963,2,1.1,1,50,0,0,0
1964,1,1.5,2,34,0,111,0
1965,3,0.5,3,94,0,0,0
1966,2,2.4,2,114,0,0,0
1967,3,0.5,3,89,0,108,0
1968,1,1.4,3,49,0,0,0
1969,1,2.0,1,115,0,0,0
1970,1,1.5,1,148,0,397,0
1971,4,1.1,2,72,0,203,0
1972,4,2.1,3,114,0,0,0
1973,2,0.0,1,11,0,78,0
1974,4,0.2,3,63,0,242,0
1976,2,1.8,1,80,0,0,0
1977,3,0.5,3,54,0,0,0
1978,2,1.4,3,32,0,0,0
1981,3,3.0,2,84,0,0,0
1982,3,0.1,2,18,0,110,0
1983,2,0.3,1,20,0,0,0
1984,4,1.7,2,55,0,175,0
1985,4,0.4,2,31,0,79,0
1986,2,0.4,1,114,0,0,0
1987,3,2.0,2,52,1,0,0
1988,1,0.3,1,18,0,120,0
1990,1,0.2,3,29,0,76,0
1991,3,0.5,1,30,0,0,0
1992,2,0.8,1,38,0,0,0
1993,2,3.1,1,122,0,0,0
1994,1,6.0,1,183,0,0,0
1996,1,1.4,3,38,0,0,0
1997,1,1.8,3,61,0,0,0
1998,3,4.0,3,103,0,0,1
1999,2,2.4,2,80,0,0,0
2000,1,0.1,2,22,0,0,0
2001,2,3.25,2,128,0,0,1
2002,3,4.2,1,142,0,359,1
2003,1,4.7,1,124,0,0,0
2004,1,1.9,3,44,0,143,0
2005,2,6.5,2,170,1,0,1
2006,4,0.1,2,75,1,0,0
2007,3,2.0,2,78,0,0,0
2008,1,1.1,3,31,0,125,0
2009,1,1.9,1,99,0,323,0
2010,2,1.5,1,41,0,0,0
2011,4,0.0,2,39,0,0,0
2012,1,1.4,1,51,0,0,0
2013,3,0.8,3,52,0,113,0
2014,3,5.67,3,169,1,167,1
2015,1,0.8,1,141,0,0,0
2016,4,0.8,1,93,0,218,0
2017,3,1.0,2,14,0,0,0
2019,1,0.2,1,44,1,0,0
2020,3,0.2,1,33,0,0,0
2021,4,4.8,3,103,0,0,1
2022,4,1.8,3,71,0,236,0
2023,1,0.2,1,55,0,151,0
2024,4,0.2,1,113,0,0,1
2025,3,2.0,2,79,0,185,0
2026,2,0.7,2,80,0,0,0
2027,2,0.0,1,179,0,380,0
2028,2,0.0,3,9,0,0,0
2029,4,2.0,2,61,0,0,0
2030,2,3.9,1,111,1,207,0
2032,3,0.2,1,32,0,0,0
2033,1,0.3,1,83,0,0,0
2034,4,1.9,2,91,0,329,0
2035,4,1.0,1,29,0,0,0
2036,3,0.67,2,19,0,0,0
2037,2,1.0,2,52,0,0,0
2038,1,7.3,1,150,0,0,0
2039,2,0.4,3,32,0,0,0
2040,3,0.5,3,91,0,0,0
2041,3,8.5,2,180,0,535,1
2042,1,0.3,1,121,0,0,0
2043,2,0.2,3,25,0,0,0
2044,1,0.3,1,102,0,0,0
2045,4,0.9,2,44,0,107,0
2046,3,8.0,2,161,1,0,1
2047,3,4.0,2,134,0,0,1
2048,1,1.8,2,43,0,0,0
2049,4,1.1,2,94,0,0,0
2050,2,0.8,3,29,0,98,0
2051,4,0.2,1,38,0,0,0
2052,1,0.8,1,120,0,170,0
2053,2,2.0,1,85,1,161,0
2054,2,1.9,1,89,0,0,0
2056,3,1.3,1,20,0,83,0
2057,2,3.9,1,125,0,0,0
2058,1,0.6,3,18,0,0,0
2059,2,6.7,1,173,0,222,0
2061,4,4.9,2,159,0,111,1
2062,3,2.5,1,55,1,219,0
2064,4,1.8,3,65,0,0,0
2065,3,1.5,1,83,0,0,0
2066,2,1.4,2,30,0,0,0
2067,1,2.9,1,180,0,0,0
2068,2,0.3,3,13,0,0,0
2069,4,0.8,1,35,0,0,0
2070,3,0.5,1,95,0,0,0
2071,1,0.0,1,83,0,0,0
2072,4,0.2,1,39,0,137,0
2073,1,0.7,3,54,0,154,0
2074,1,1.3,3,81,0,293,0
2075,4,2.0,3,53,0,0,0
2076,1,7.3,1,119,0,398,0
2077,4,8.0,3,160,0,0,1
2079,1,1.0,3,40,0,0,0
2080,4,0.1,2,69,0,0,0
2082,4,2.0,2,55,0,0,0
2083,1,0.2,3,38,0,0,0
2084,4,1.0,2,44,0,101,0
2085,3,0.6,2,45,0,117,0
2086,1,0.8,2,84,0,0,0
2087,2,6.9,2,188,0,343,1
2088,3,2.0,3,29,0,151,0
2089,1,2.7,2,95,0,0,0
2090,1,2.9,1,79,0,307,0
2091,1,2.0,2,41,0,0,0
2092,4,0.4,3,19,0,84,0
2093,4,3.6,3,75,0,0,0
2094,3,2.5,1,64,0,208,0
2095,4,3.2,3,174,0,0,1
2096,2,2.3,3,54,0,93,0
2097,3,0.1,2,14,0,113,0
2098,1,3.8,1,94,0,272,0
2099,2,0.4,1,10,0,0,0
2100,1,0.8,1,145,0,84,0
2101,1,10.0,3,203,0,0,1
2102,2,1.6,3,81,0,0,0
2103,2,6.5,1,153,0,0,0
2104,4,0.2,3,58,0,0,0
2105,4,1.8,3,49,0,0,0
2106,1,2.9,1,132,0,0,0
2107,4,0.2,3,85,0,229,0
2108,3,2.67,1,85,0,0,0
2109,1,6.5,3,178,0,0,1
2111,1,1.6,1,40,0,0,0
2112,1,1.9,1,103,0,120,0
2113,2,1.0,1,25,0,0,0
2114,2,1.7,3,69,0,0,0
2115,3,1.4,1,30,0,0,0
2116,3,2.67,2,70,0,0,0
2117,3,0.9,3,15,0,0,0
2118,2,1.3,1,125,0,0,0
2119,3,0.5,3,50,0,0,0
2120,1,0.3,3,44,0,0,0
2121,4,2.2,2,38,0,180,0
2122,3,0.8,1,64,0,119,0
2123,1,0.1,2,9,0,0,0
2124,3,0.9,1,44,0,89,0
2125,4,0.8,1,93,0,101,0
2126,4,0.4,1,83,0,141,0
2127,2,0.0,1,179,0,0,0
2128,1,1.1,3,40,0,0,0
2129,4,0.7,3,58,0,232,0
2130,3,2.67,1,74,0,0,0
2132,2,1.0,1,11,0,0,0
2133,1,2.0,2,41,0,176,0
2134,1,1.5,2,68,0,120,0
2135,1,0.75,3,28,0,0,0
2136,1,1.2,3,115,0,0,1
2137,4,0.1,2,83,0,247,0
2138,2,1.1,2,40,0,166,0
2139,1,0.1,3,113,0,0,0
2140,1,0.8,3,89,0,0,0
2141,4,1.6,1,38,0,0,0
2142,4,1.5,1,62,0,0,0
2143,3,1.7,1,65,0,109,0
2144,3,5.67,2,168,1,0,1
2145,3,1.7,1,40,0,0,0
2146,1,1.0,3,30,0,80,0
2147,4,1.0,1,20,0,0,0
2148,2,3.2,3,58,0,0,0
2149,1,7.3,1,150,0,193,0
2150,1,0.8,1,54,0,0,0
2151,2,0.3,2,19,0,105,0
2152,3,0.1,3,30,0,128,0
2153,1,5.2,1,123,0,0,0
2154,1,2.4,2,45,0,0,0
2155,1,2.9,1,154,0,0,0
2156,2,2.7,1,93,0,0,0
2157,4,0.2,1,71,0,78,0
2158,4,3.1,1,83,0,0,1
2159,1,4.8,3,99,0,255,1
2160,3,2.2,2,55,0,0,0
2161,4,0.9,2,38,0,95,0
2162,3,0.9,2,74,0,155,0
2163,4,1.8,3,69,0,0,0
2164,2,2.5,1,104,0,184,0
2165,4,1.0,3,38,0,154,0
2166,3,0.9,3,25,0,0,0
2168,4,2.6,3,64,0,0,0
2169,2,0.7,2,30,0,0,0
2170,3,0.5,3,52,0,0,0
2171,1,1.5,3,42,0,0,0
2172,2,1.8,2,79,0,219,0
2173,1,1.7,1,34,0,164,0
2174,2,3.1,1,123,0,0,0
2175,2,3.3,1,160,0,0,0
2176,3,2.33,2,51,0,0,0
2177,1,4.0,1,108,0,0,0
2178,2,2.3,2,158,1,0,1
2179,1,1.5,2,68,0,0,0
2180,2,1.6,3,42,0,0,0
2181,1,0.75,3,32,0,105,0
2182,2,1.4,3,22,0,0,0
2183,2,2.0,3,29,0,0,0
2184,2,3.4,3,183,0,0,1
2185,1,1.6,3,69,0,0,0
2186,2,0.2,1,92,0,0,0
2187,2,1.0,3,40,0,0,0
2188,4,0.5,3,9,0,86,0
2189,1,0.6,1,128,0,0,0
2190,2,0.2,1,110,0,294,0
2191,2,8.0,1,171,0,0,0
2193,2,0.1,3,25,0,102,0
2194,1,1.6,2,123,0,0,1
2195,4,0.2,1,33,0,83,0
2196,4,4.75,2,189,0,0,1
2197,1,0.3,3,34,0,0,0
2198,1,0.0,2,58,0,0,0
2199,1,1.3,2,51,0,98,0
2200,2,1.3,1,29,0,0,0
2201,2,0.4,1,111,0,0,0
2202,4,1.9,3,43,0,0,0
2203,1,0.6,1,130,0,311,0
2204,2,0.4,1,20,0,76,0
2205,2,2.8,1,101,0,0,0
2206,4,2.2,2,48,0,207,0
2207,1,2.8,3,180,0,158,1
2208,2,0.0,3,92,0,185,0
2209,3,0.9,1,33,0,0,0
2210,2,1.9,2,51,0,0,0
2211,2,1.4,2,31,0,94,0
2212,1,2.7,1,83,0,0,0
2213,1,0.8,1,45,0,0,0
2214,1,0.8,3,89,0,146,0
2215,3,4.0,2,193,0,0,1
2216,1,3.8,1,89,0,0,0
2217,4,3.3,2,162,1,446,1
2218,2,0.3,2,9,0,0,0
2219,4,2.0,3,58,0,223,0
2220,1,0.8,3,80,0,0,0
2221,2,1.7,3,73,0,0,0
2222,1,0.3,1,41,0,0,0
2224,2,1.4,3,29,0,0,0
2225,4,0.4,3,25,0,115,0
2226,1,5.4,1,98,0,0,0
2227,4,1.7,2,59,0,0,0
2229,4,1.4,2,72,0,149,0
2230,1,3.0,3,183,1,0,1
2231,1,5.7,1,134,0,146,0
2232,2,0.5,1,140,0,262,0
2233,1,1.8,3,39,0,0,0
2234,4,0.4,2,35,0,0,0
2235,2,6.9,1,141,0,0,0
2236,1,0.5,2,23,0,0,0
2237,1,0.0,1,134,0,0,0
2238,1,1.4,3,35,0,0,0
2239,4,2.5,1,42,0,0,0
2240,4,0.2,3,81,0,167,0
2241,4,0.4,1,14,0,94,0
2242,1,1.8,1,45,0,172,0
2243,3,1.7,2,79,0,150,0
2244,1,0.8,2,53,0,120,0
2246,3,3.1,2,190,0,266,1
2247,1,2.5,3,60,0,103,0
2248,1,0.8,2,8,0,97,0
2249,3,1.0,2,38,0,150,0
2250,1,5.0,1,154,0,0,0
2252,3,1.4,1,41,0,0,0
2253,2,0.3,1,25,0,75,0
2254,2,1.7,1,53,0,109,0
2256,4,0.9,2,13,1,76,0
2257,2,1.4,1,130,0,0,0
2258,2,0.7,2,93,0,0,0
2259,3,0.8,1,82,0,0,0
2260,2,0.3,2,15,0,92,0
2261,4,5.0,2,150,0,0,1
2262,2,0.7,2,131,0,0,1
2263,3,1.5,1,28,0,0,0
2264,4,0.7,2,9,0,0,0
2266,1,4.1,1,143,0,0,0
2267,2,1.3,3,168,0,0,1
2268,1,3.0,2,105,0,0,1
2269,3,2.1,3,62,0,0,0
2270,4,2.6,1,51,0,0,0
2271,3,4.4,1,101,0,0,0
2272,3,0.8,1,90,0,0,0
2273,4,2.1,3,83,0,0,0
2274,2,0.0,3,21,0,0,0
2275,1,3.4,1,115,0,0,0
2276,4,4.4,1,172,0,0,1
2277,2,1.0,2,32,0,0,0
2278,2,4.5,1,204,0,0,0
2279,4,0.6,1,34,1,0,0
2280,2,2.0,3,30,0,132,0
2281,3,1.3,2,31,0,0,0
2283,4,2.6,3,79,0,0,0
2284,4,0.6,1,22,0,0,0
2285,1,2.4,3,114,0,0,1
2286,1,0.5,3,42,0,128,0
2287,1,0.2,3,29,0,90,0
2288,3,2.6,2,72,0,0,0
2289,1,1.8,3,68,0,95,0
2290,4,0.7,3,78,0,0,0
2291,1,2.7,1,90,0,323,0
2292,2,2.1,2,170,0,0,1
2293,2,0.1,2,14,0,0,0
2294,2,1.9,1,129,0,0,0
2295,3,1.0,3,39,0,87,0
2296,2,0.2,1,82,0,0,0
2298,4,0.5,2,9,0,0,0
2299,3,0.1,3,15,0,91,0
2300,3,2.2,1,70,0,0,0
2301,4,0.7,3,84,0,0,0
2303,2,0.8,3,89,0,0,0
2304,3,4.7,1,170,0,0,1
2305,2,6.7,1,185,1,0,0
2306,2,2.2,1,82,0,0,0
2307,3,1.7,1,60,0,0,0
2308,2,2.4,2,58,0,0,0
2309,1,1.33,1,29,0,81,0
2310,2,0.3,1,32,0,0,0
2311,4,3.4,2,115,0,0,0
2312,2,2.4,2,83,0,0,0
2314,4,1.8,3,112,0,0,0
2315,2,1.4,2,182,0,0,1
2316,2,6.8,1,112,0,0,0
2317,3,5.9,3,129,1,319,1
2318,1,0.8,2,23,0,112,0
2319,2,3.0,1,198,0,422,0
2323,2,2.0,2,113,0,315,0
2324,1,0.75,3,35,0,114,0
2325,1,0.1,3,85,0,0,0
2326,4,2.9,1,73,0,0,0
2327,1,0.8,3,70,0,0,0
2328,3,4.4,1,130,0,192,1
2330,4,1.8,2,72,0,242,0
2331,4,2.3,3,68,0,0,0
2333,3,0.7,1,61,1,0,0
2334,4,1.9,1,69,0,0,0
2335,1,3.6,2,59,0,0,0
2336,2,4.5,3,99,0,217,0
2337,1,10.0,2,201,0,0,1
2338,2,7.5,1,130,0,0,0
2339,3,2.0,2,72,0,0,0
2340,1,1.2,1,44,0,0,0
2341,1,1.5,3,91,0,289,0
2342,3,0.5,1,92,0,310,0
2343,1,0.8,1,55,0,168,0
2344,3,0.5,1,20,0,102,0
2345,1,4.1,1,89,1,299,1
2346,2,1.5,2,59,0,239,0
2347,3,0.1,3,8,0,87,0
2349,1,4.3,1,94,1,76,0
2351,2,3.2,3,74,0,0,0
2352,3,2.67,2,59,0,0,0
2353,4,0.6,2,12,0,0,0
2354,1,0.4,2,8,0,0,0
2355,3,1.6,3,74,0,0,0
2356,4,3.4,2,184,1,0,1
2357,4,0.0,2,34,0,0,0
2358,2,0.8,3,63,0,0,0
2359,2,5.6,2,123,1,0,1
2360,2,1.6,3,85,0,0,0
2361,3,0.5,3,109,1,0,1
2362,1,0.6,3,31,0,0,0
2363,2,2.4,2,61,0,90,0
2366,4,2.2,2,63,0,0,0
2367,4,0.2,1,80,0,0,0
2368,3,2.1,1,78,0,0,0
2369,4,0.1,1,45,0,93,0
2370,4,2.1,3,51,0,0,0
2371,2,1.5,3,111,0,0,0
2372,3,2.8,1,45,0,153,0
2373,2,4.8,2,184,0,0,1
