Family,CCAvg,Education,Income,CD Account,Mortgage,Personal Loan
1,2.8,3,81,0,145,0
2,0.4,1,82,0,0,0
1,3.5,1,143,0,0,0
4,1.0,1,13,0,95,0
4,1.8,3,83,0,0,0
1,1.5,2,32,0,0,0
1,1.3,3,98,0,355,0
1,1.0,1,180,0,0,0
2,2.5,1,64,0,0,0
1,0.1,1,72,0,207,0
4,2.1,1,45,0,0,0
4,1.0,1,21,0,0,0
1,3.3,2,118,0,0,1
4,0.2,3,83,0,0,0
1,1.2,3,19,0,0,0
1,3.4,1,129,0,0,0
3,2.0,1,58,0,149,0
1,0.3,1,28,0,0,0
2,4.33,1,128,0,0,0
2,1.6,3,80,0,238,0
4,5.2,1,114,1,0,1
2,1.7,2,88,0,0,0
4,0.8,3,182,0,94,1
1,0.2,1,35,0,171,0
4,0.4,2,19,0,0,0
1,2.3,2,123,1,0,1
1,4.0,3,98,0,0,0
2,2.7,1,130,0,0,0
4,1.5,2,30,0,112,0
4,5.0,2,112,0,0,1
4,0.2,3,19,0,0,0
1,0.7,3,75,0,0,0
4,3.4,1,64,0,0,0
2,2.0,1,92,0,0,0
4,8.3,2,194,0,0,1
1,0.8,3,69,1,184,0
4,0.1,2,78,0,0,0
2,5.5,2,149,1,0,1
4,0.4,2,29,0,155,0
2,5.3,2,111,0,0,1
3,0.3,2,64,0,0,0
1,0.1,2,75,0,297,0
2,1.0,1,11,0,0,0
4,6.5,3,134,0,0,1
2,1.7,1,55,0,0,0
4,1.1,2,42,0,151,0
3,1.0,3,44,0,0,0
3,0.1,2,22,1,0,0
2,0.0,1,88,0,121,0
2,0.0,3,9,0,96,0
4,0.8,1,93,0,101,0
4,0.2,3,63,0,242,0
4,0.6,2,9,0,100,0
2,0.2,1,111,0,0,0
3,0.9,3,13,0,0,0
3,1.5,1,32,0,149,0
4,1.5,1,45,0,204,0
3,0.1,2,40,0,111,0
1,4.8,3,191,1,0,1
1,1.4,3,55,0,0,0
2,0.7,2,25,0,103,0
4,0.7,3,78,0,0,0
2,0.0,1,90,0,0,0
4,0.7,3,75,0,0,0
2,2.3,3,74,0,0,0
1,1.3,1,19,0,0,0
4,0.0,2,32,0,0,0
2,0.0,3,95,0,0,0
3,0.9,3,18,0,0,0
1,8.6,1,182,0,0,0
1,1.8,3,62,0,0,0
1,0.8,3,89,0,0,0
4,1.5,2,33,0,85,0
1,2.7,2,82,0,251,0
1,0.3,3,28,0,0,0
1,2.0,2,32,0,0,0
1,1.7,1,145,0,132,0
3,1.0,2,9,0,0,0
2,2.5,1,83,0,148,0
4,1.9,2,88,0,0,0
3,0.8,3,113,0,0,1
1,0.3,3,29,0,0,0
1,0.2,3,42,0,100,0
1,1.0,3,38,0,0,0
2,2.8,1,61,0,0,0
1,3.6,2,84,0,0,0
1,0.8,3,68,0,91,0
4,0.5,3,13,0,0,0
2,0.7,2,24,0,0,0
1,0.3,3,18,0,93,0
1,4.6,1,105,0,0,0
4,5.4,1,150,1,0,1
4,0.7,2,45,0,0,0
2,0.5,2,29,0,0,0
2,7.6,1,161,0,464,0
3,2.1,1,75,0,224,0
4,2.6,1,58,0,188,0
4,2.2,2,65,0,0,0
2,8.8,1,194,0,428,0
4,0.4,1,41,0,177,0
2,0.5,1,122,0,0,0
3,1.9,3,159,0,315,1
4,1.6,1,44,0,180,0
3,2.0,2,52,1,0,0
4,2.5,2,49,0,0,0
4,1.3,1,65,0,0,0
2,0.1,3,23,1,91,0
1,1.7,1,38,0,0,0
4,1.9,3,85,0,110,0
2,1.6,2,112,0,0,1
4,0.6,1,29,0,0,0
3,1.0,2,38,0,150,0
4,2.6,3,68,0,0,0
4,2.2,2,79,0,0,0
4,1.1,3,28,0,0,0
1,1.3,2,38,0,120,0
4,0.5,3,11,0,0,0
1,5.1,3,122,0,163,1
3,2.67,1,85,0,0,0
3,1.4,1,32,1,0,0
3,2.1,1,58,0,169,0
1,0.8,3,71,0,127,0
4,0.7,3,72,0,0,0
1,1.8,3,84,0,0,0
3,1.5,1,28,0,0,0
1,0.3,3,34,0,0,0
4,1.4,2,83,0,0,0
3,0.2,2,19,0,0,0
2,1.4,1,105,0,0,0
2,2.0,2,109,0,341,0
1,3.8,1,111,0,0,0
2,0.8,3,59,0,0,0
2,0.0,1,142,0,0,0
4,1.7,2,113,0,0,1
4,2.2,2,60,0,0,0
2,4.5,1,172,0,415,0
2,6.0,1,151,0,0,0
4,0.5,3,22,0,109,0
2,0.5,1,175,0,429,0
1,2.67,2,85,0,0,0
4,4.2,3,129,0,0,1
1,1.5,3,73,0,252,0
2,3.3,1,144,0,0,0
4,0.8,1,41,0,0,0
3,4.1,1,135,0,213,1
4,6.6,1,173,1,0,1
1,0.2,3,44,0,0,0
4,0.4,1,14,0,94,0
1,1.3,3,84,0,0,0
1,2.6,2,75,0,0,0
2,2.5,1,85,1,293,0
4,0.4,2,25,0,101,0
4,5.0,2,150,0,0,1
4,0.5,2,12,0,78,0
4,0.2,3,85,0,0,0
2,6.5,3,180,1,0,1
2,1.6,3,48,0,119,0
2,3.1,1,121,0,408,0
4,0.2,1,33,0,83,0
3,2.4,1,73,0,0,0
1,2.5,3,54,0,0,0
1,1.33,1,44,0,0,0
3,2.6,3,131,0,229,1
2,4.7,3,125,0,0,1
1,2.9,3,101,0,170,0
1,1.2,3,115,0,0,1
4,0.2,3,8,0,81,0
2,0.8,3,73,1,264,0
2,8.8,3,183,0,582,1
3,0.5,3,64,0,247,0
1,4.1,1,143,0,0,0
3,2.0,3,58,0,0,0
2,3.0,1,198,0,422,0
1,1.7,1,180,0,550,0
1,3.0,3,91,0,0,0
1,2.8,3,88,0,0,0
4,2.2,1,40,1,0,0
3,0.5,1,80,0,0,0
4,1.7,1,59,0,148,0
3,3.0,1,71,0,272,0
1,8.1,1,183,0,0,0
4,1.7,2,51,0,103,0
3,0.5,2,40,0,0,0
2,1.1,2,52,0,0,0
1,2.6,2,72,0,0,0
3,0.1,1,71,0,162,0
1,0.67,3,20,0,0,0
3,0.9,3,59,0,87,0
1,3.33,1,103,1,0,1
2,1.0,2,40,0,0,0
4,2.0,2,78,0,119,0
1,0.0,1,82,0,0,0
3,2.6,3,72,0,0,0
3,2.2,1,71,0,0,0
4,3.4,2,108,0,0,0
2,0.6,1,101,0,0,0
2,0.0,1,18,0,0,0
4,2.2,2,49,0,0,0
1,0.1,2,10,0,0,0
1,0.2,1,38,0,0,0
2,4.0,3,164,0,301,1
4,0.4,1,33,0,131,0
2,1.6,1,91,0,0,0
4,2.6,1,74,0,204,0
4,1.5,3,29,0,79,0
3,1.3,1,21,0,115,0
4,1.4,2,78,0,194,0
3,1.0,2,44,0,193,0
4,0.4,1,82,0,0,0
2,3.0,1,153,0,0,0
3,2.33,2,51,0,0,0
3,4.4,1,83,0,0,0
1,0.3,1,29,0,0,0
4,5.3,1,128,0,84,1
4,0.0,1,64,0,249,0
4,0.7,3,21,0,0,0
2,2.7,1,71,0,94,0
1,2.7,2,79,0,294,0
4,0.6,2,54,0,0,0
2,0.4,3,21,0,76,0
3,1.0,3,42,0,0,0
2,6.4,3,192,0,0,1
1,0.9,1,128,0,0,0
1,2.7,2,95,0,0,0
4,1.8,1,40,0,0,0
2,0.2,1,82,0,0,0
4,0.0,1,59,0,90,0
2,1.6,3,80,0,0,0
4,0.6,2,25,0,0,0
1,1.5,2,34,0,0,0
3,2.3,1,41,0,0,0
1,3.0,3,81,0,0,0
1,5.9,2,140,1,175,1
2,0.5,2,23,0,103,0
1,0.8,1,150,0,0,0
4,2.3,3,58,0,169,0
3,1.2,3,85,0,107,0
1,4.3,1,84,0,0,0
2,1.6,3,44,0,0,0
1,0.8,3,63,0,0,0
4,0.5,2,164,1,234,1
3,2.5,1,112,0,0,0
2,0.0,1,92,0,184,0
2,0.2,1,24,0,0,0
3,3.3,3,114,0,0,1
1,1.8,3,64,0,227,0
1,5.4,1,88,0,0,0
2,0.3,1,40,1,0,0
1,2.8,1,70,0,0,0
4,1.3,3,80,0,0,0
4,2.2,2,42,0,185,0
1,0.3,1,79,0,120,0
1,2.5,3,53,0,0,0
2,3.1,2,93,0,0,1
1,1.8,3,45,0,0,0
3,0.7,2,72,0,81,0
2,1.1,1,52,0,226,0
3,2.33,1,75,0,0,0
1,2.9,1,154,0,0,0
3,4.2,2,114,0,0,1
1,8.1,1,181,0,0,0
4,2.0,3,81,0,277,0
1,0.1,2,91,0,199,0
4,1.8,2,65,0,244,0
2,0.3,1,25,0,0,0
1,2.5,3,49,0,0,0
4,2.6,1,61,0,0,0
4,1.3,2,45,0,86,0
4,0.4,3,22,0,0,0
3,1.5,1,41,0,0,0
3,1.5,1,51,0,0,0
1,3.7,3,79,0,0,0
2,2.5,1,59,0,155,0
2,0.4,3,31,0,161,0
1,2.1,3,42,0,0,0
4,1.6,2,78,0,0,0
3,2.67,1,62,0,240,0
1,5.2,1,91,0,0,0
2,1.9,1,92,0,131,0
2,0.8,3,30,0,0,0
1,1.6,2,48,0,0,0
3,0.6,2,30,0,144,0
4,0.6,1,34,1,0,0
1,1.5,2,24,0,87,0
1,4.9,3,131,0,0,1
3,2.6,1,132,0,308,1
1,4.1,3,110,0,0,1
4,0.3,2,18,0,0,0
2,5.4,2,119,0,0,1
4,0.3,1,24,0,0,0
3,0.4,1,23,0,0,0
2,0.6,1,123,0,0,0
3,2.4,1,54,0,90,0
2,2.8,1,201,0,0,0
1,6.0,1,170,0,0,0
4,0.4,1,21,0,90,0
3,3.1,2,69,0,0,1
4,1.6,1,60,0,0,0
1,0.0,1,125,0,0,0
4,0.7,1,13,0,0,0
1,1.4,1,49,0,99,0
1,2.9,1,132,0,0,0
1,3.0,2,105,1,282,1
4,2.2,1,64,0,0,0
1,3.7,3,82,0,0,0
1,1.3,3,85,0,118,0
2,1.1,3,175,0,0,1
1,2.2,3,49,0,128,0
1,0.1,1,10,0,0,0
4,1.8,3,94,0,232,0
2,0.4,1,80,0,0,0
3,1.7,2,45,0,0,0
4,1.7,1,28,1,0,0
1,2.9,3,84,0,0,0
1,1.2,2,39,0,98,0
1,3.6,2,185,0,0,1
1,2.2,3,39,0,0,0
3,2.1,1,69,0,106,0
1,2.67,2,81,0,0,0
1,1.9,3,29,0,0,0
1,0.8,2,73,0,0,0
3,1.7,2,42,0,0,0
1,0.1,2,11,0,0,0
2,7.8,1,175,0,297,0
2,2.7,1,70,0,0,0
3,1.7,2,102,0,0,0
3,1.7,2,35,0,0,0
1,0.2,1,20,0,131,0
1,5.2,1,120,0,0,0
2,6.0,1,149,0,0,0
3,0.1,2,18,0,110,0
2,4.33,1,145,0,277,0
2,0.3,2,15,0,83,0
2,0.2,1,9,0,0,0
4,1.3,1,162,0,301,1
2,2.2,1,79,0,0,0
4,0.4,2,19,0,124,0
4,2.2,2,99,0,155,0
4,2.3,2,184,1,342,1
1,1.9,3,34,0,156,0
1,2.5,3,40,0,94,0
1,1.0,3,99,0,0,0
2,2.0,1,78,0,0,0
4,0.8,1,21,0,0,0
3,1.5,1,81,1,307,0
3,0.5,1,20,0,0,0
1,2.1,3,48,0,0,0
1,4.6,1,104,0,0,0
4,3.1,2,84,1,0,1
4,1.3,3,45,0,0,0
3,2.0,2,79,0,185,0
3,2.1,1,70,0,0,0
2,0.7,2,91,0,0,0
4,0.4,2,24,0,78,0
2,2.0,1,79,0,194,0
2,6.7,1,130,0,0,0
1,1.0,3,104,0,0,0
3,3.0,1,75,0,0,0
1,4.7,1,195,0,0,0
4,5.4,1,144,0,210,1
3,1.7,3,174,1,231,1
4,2.1,3,64,0,0,0
2,8.0,1,171,0,0,0
2,2.4,2,78,0,205,0
3,0.7,1,84,0,166,0
3,1.3,2,21,0,0,0
4,0.2,1,65,0,0,0
3,0.5,1,20,0,102,0
2,3.8,3,108,0,0,0
2,0.3,1,35,0,0,0
1,3.4,1,115,0,0,0
2,3.3,1,134,0,204,0
2,2.9,2,123,0,0,1
1,4.3,1,160,0,249,0
1,0.0,2,192,0,0,1
1,0.75,3,35,0,114,0
1,0.1,3,170,0,0,1
2,1.0,2,54,0,109,0
4,0.2,2,30,0,0,0
1,0.8,1,141,0,0,0
2,0.1,2,25,0,0,0
1,0.1,2,24,0,0,0
4,2.6,1,70,0,0,0
1,2.4,1,141,0,0,0
4,0.9,2,13,1,76,0
2,1.0,2,32,1,103,0
1,0.8,2,85,0,0,0
3,2.1,1,70,0,185,0
1,0.5,3,28,0,90,0
1,2.2,3,60,0,0,0
3,0.8,1,82,0,0,0
3,1.7,2,30,0,162,0
3,1.0,2,44,0,135,0
2,4.8,2,184,0,0,1
1,0.2,1,11,0,87,0
2,1.7,1,72,0,0,0
4,0.1,3,32,0,0,0
1,0.7,1,28,0,0,0
4,4.0,3,85,0,0,0
4,1.0,1,18,0,0,0
2,8.8,1,154,0,0,0
2,0.4,1,10,0,0,0
1,1.0,1,32,1,0,0
1,1.5,2,18,0,0,0
1,0.9,1,98,0,151,0
3,1.0,3,41,0,0,0
1,0.1,3,85,0,0,0
1,3.8,1,124,0,405,0
2,2.1,3,39,0,119,0
3,0.3,3,22,0,139,0
3,0.5,3,89,0,108,0
2,1.3,1,85,0,119,0
3,0.6,2,32,0,0,0
4,0.6,2,12,0,0,0
1,3.7,3,85,0,0,0
2,1.5,2,173,1,373,1
3,0.1,3,15,0,91,0
4,2.6,1,40,0,89,0
1,4.3,3,125,0,0,1
2,1.5,3,111,0,0,0
2,0.2,3,19,0,0,0
2,2.8,2,153,1,0,1
4,1.2,2,31,0,0,0
4,1.8,3,71,0,0,0
1,5.4,1,119,0,118,0
3,0.8,1,94,0,236,0
4,1.8,3,98,1,129,0
3,0.2,1,173,1,0,1
1,0.75,3,29,0,0,0
1,0.2,3,28,0,0,0
2,1.5,2,59,0,239,0
1,4.0,3,104,1,0,0
3,2.2,1,73,0,0,0
2,0.7,3,21,0,129,0
1,0.0,1,89,0,0,0
2,3.1,1,134,0,0,0
1,1.6,3,54,0,185,0
1,0.1,2,19,0,121,0
4,2.2,1,49,0,204,0
2,0.2,1,10,0,86,0
2,0.7,2,34,0,0,0
1,0.8,2,84,0,0,0
2,0.3,1,29,0,0,0
2,0.4,3,60,0,250,0
4,2.1,1,60,0,234,0
3,6.3,2,130,0,99,1
1,0.2,1,21,0,0,0
3,0.8,1,80,0,0,0
3,1.0,1,103,0,180,0
3,0.7,2,79,0,151,0
2,1.4,2,28,0,108,0
3,2.6,3,68,0,203,0
2,2.1,3,38,0,95,0
4,0.1,3,48,0,0,0
4,0.1,1,38,0,0,0
2,2.5,1,81,0,313,0
1,3.1,1,83,0,0,1
1,4.9,1,80,0,0,0
2,2.0,1,138,0,0,0
2,0.8,3,33,0,89,0
1,3.8,1,88,0,243,0
4,0.7,1,19,0,0,0
1,0.9,3,139,0,0,1
1,3.5,1,121,0,368,0
4,0.0,2,40,0,0,0
1,1.6,2,42,0,0,0
1,1.5,3,23,0,0,0
3,0.1,2,43,0,163,0
1,3.0,3,73,0,0,0
1,7.3,1,121,0,167,0
3,2.0,3,44,1,180,0
1,2.7,2,79,0,0,0
2,0.0,1,11,0,0,0
3,2.1,3,60,0,0,0
3,2.1,1,78,0,0,0
4,1.0,1,25,0,147,0
3,0.5,2,29,0,0,0
1,2.6,2,82,1,0,0
1,3.5,1,141,0,0,0
1,0.5,2,22,0,100,0
2,0.4,3,84,0,145,0
2,0.1,3,8,0,0,0
4,2.6,1,64,0,0,0
2,6.7,1,174,0,0,0
2,3.3,1,138,0,0,0
3,0.6,1,125,1,342,1
2,1.75,3,62,0,0,0
2,0.6,3,34,0,0,0
4,0.6,2,14,0,0,0
4,0.9,2,21,0,113,0
2,0.8,1,32,0,79,0
1,1.0,3,31,0,0,0
4,0.2,1,39,0,137,0
3,6.5,2,161,1,485,1
3,1.4,3,62,0,0,0
3,0.2,2,25,0,0,0
3,0.67,2,23,0,0,0
2,4.2,2,190,0,0,1
1,4.9,1,114,0,0,0
2,7.6,1,189,0,0,0
4,0.2,1,51,0,172,0
1,5.4,1,118,0,0,0
3,1.0,2,30,0,0,0
3,2.0,3,64,0,142,0
2,6.1,3,169,1,106,1
1,1.0,1,31,0,0,0
2,0.7,3,42,0,115,0
2,6.7,1,175,0,0,0
3,1.3,1,35,0,116,0
4,2.6,3,74,0,0,0
3,0.8,3,63,0,0,0
4,1.3,3,34,0,0,0
4,2.1,3,79,0,0,0
4,0.4,1,78,0,0,0
3,2.5,1,65,0,0,0
4,1.8,1,45,0,0,0
3,2.7,2,40,0,0,0
3,2.5,1,65,0,222,0
3,0.3,2,72,0,147,0
1,0.3,3,43,0,158,0
4,6.0,3,128,0,0,1
2,7.5,1,152,0,0,0
4,1.7,1,52,0,218,0
2,1.7,2,95,0,83,0
3,1.3,2,18,1,104,0
4,7.4,3,164,0,0,1
2,7.6,1,182,0,0,0
2,1.5,1,41,0,0,0
4,1.1,2,40,0,131,0
1,1.0,1,28,0,84,0
1,1.9,3,44,0,143,0
3,2.3,1,62,0,0,0
2,8.8,1,201,0,0,0
2,0.0,1,138,0,0,0
2,0.0,1,179,0,380,0
2,1.9,2,171,0,0,1
2,8.8,1,200,0,0,0
2,7.5,1,161,0,0,0
1,0.2,3,29,0,76,0
3,0.5,2,32,0,0,0
4,0.4,2,20,0,79,0
3,0.2,2,34,0,0,0
2,2.7,1,89,0,0,0
1,0.1,2,89,0,307,0
1,0.1,1,71,0,78,0
4,1.0,2,35,0,0,0
4,2.3,3,111,0,0,0
1,1.9,2,95,0,0,0
1,2.6,1,102,0,0,0
2,3.3,1,119,0,0,0
1,0.6,1,128,0,0,0
3,2.3,1,72,0,285,0
2,1.0,3,63,0,0,0
1,2.8,1,54,0,202,0
4,0.4,2,31,0,79,0
2,0.7,1,43,0,163,0
3,1.6,3,64,0,0,0
4,0.4,1,20,0,99,0
4,1.7,1,31,0,124,0
4,3.6,3,58,0,0,0
1,1.4,3,61,0,0,0
3,2.2,1,64,0,0,0
3,2.1,1,84,0,134,0
1,3.8,1,133,0,0,0
1,2.6,1,91,0,0,0
1,5.9,3,129,0,0,1
1,2.6,1,103,0,0,0
2,2.0,1,108,0,359,0
4,1.0,2,91,0,0,0
1,2.9,1,140,0,0,0
1,1.0,1,183,0,442,0
4,0.2,1,51,0,154,0
1,2.4,1,112,1,0,0
2,0.6,1,124,0,0,0
4,0.2,3,81,0,0,0
1,1.7,1,185,0,0,0
1,6.33,1,150,0,0,0
4,1.0,2,88,0,0,0
4,0.2,1,24,0,0,0
1,1.5,2,29,0,159,0
1,1.0,3,78,0,0,0
1,4.1,1,161,0,0,0
2,1.9,2,64,0,0,0
1,4.7,1,149,0,0,0
4,7.9,3,161,0,310,1
1,1.5,1,49,0,0,0
2,1.3,1,122,0,0,0
2,2.3,3,68,0,0,0
3,0.6,2,45,0,131,0
2,1.8,2,104,0,0,0
2,0.0,3,23,0,0,0
1,3.8,1,95,0,0,0
3,2.6,3,182,1,0,1
4,0.3,1,13,0,0,0
3,1.4,3,60,0,0,0
4,4.0,3,69,0,0,0
3,2.0,3,78,1,0,0
3,2.0,2,78,0,0,0
4,0.7,2,10,0,0,0
2,2.1,1,141,0,0,0
1,0.2,1,11,0,91,0
2,7.0,2,188,0,581,1
3,2.0,3,63,0,0,0
2,0.0,1,81,0,0,0
2,0.3,2,31,0,0,0
2,0.7,2,74,0,0,0
2,0.3,2,19,0,0,0
2,1.1,1,73,0,0,0
1,0.9,3,25,0,0,0
4,1.8,1,31,0,0,0
1,0.1,2,12,0,0,0
4,1.0,1,24,0,0,0
4,2.1,3,113,0,0,0
3,0.1,2,29,0,0,0
4,0.2,1,12,0,102,0
1,0.2,3,38,0,0,0
2,8.0,1,165,0,0,0
4,0.8,1,78,0,78,0
4,5.7,3,168,0,0,1
2,1.0,3,44,0,0,0
4,3.2,2,130,0,0,1
4,0.6,1,28,0,0,0
4,3.4,1,81,0,0,0
3,2.33,1,75,0,79,0
3,0.5,2,19,0,97,0
3,6.33,3,195,1,0,1
4,1.3,3,85,0,299,0
1,3.4,1,131,0,0,0
3,1.3,1,31,0,0,0
4,1.3,3,42,0,0,0
4,0.6,1,32,0,77,0
1,1.0,1,173,0,0,0
3,2.67,2,78,0,161,0
2,2.2,2,138,0,0,1
1,0.4,3,18,0,121,0
4,1.7,1,34,0,87,0
4,2.3,3,68,0,0,0
3,0.9,3,25,0,0,0
4,0.9,2,38,0,95,0
1,0.5,2,21,0,0,0
4,2.6,3,64,0,0,0
2,0.4,1,163,0,116,0
2,1.67,2,44,0,0,0
3,2.8,1,61,0,0,0
4,5.1,3,141,0,354,1
3,0.9,1,28,0,0,0
4,2.2,2,109,0,103,0
3,2.2,1,54,0,0,0
1,0.3,1,81,0,218,0
4,1.7,2,79,0,0,0
1,0.3,1,18,1,0,0
2,0.3,2,19,0,105,0
2,0.8,3,63,0,0,0
4,3.4,2,184,1,0,1
1,2.6,2,80,0,0,0
2,1.1,2,40,0,166,0
3,2.0,3,39,1,0,0
2,2.8,1,80,0,0,0
3,1.4,3,40,1,0,0
2,6.0,2,178,0,0,1
2,0.3,1,44,0,0,0
3,0.9,3,38,0,0,0
2,7.8,1,119,0,221,0
3,1.0,1,33,0,167,0
4,5.3,2,155,0,0,1
4,1.8,2,108,0,0,0
3,0.9,2,69,0,0,0
1,0.3,1,40,0,0,0
3,2.4,1,59,0,0,0
3,2.0,3,75,0,0,0
4,2.3,3,99,0,0,0
3,0.7,2,82,0,0,0
4,0.3,1,11,1,0,0
3,2.7,2,42,0,0,0
4,1.8,3,71,0,236,0
3,1.7,1,40,0,0,0
2,3.7,1,104,0,0,1
2,0.6,3,48,0,215,0
1,0.8,2,23,0,112,0
1,2.67,2,78,0,0,0
4,0.3,1,34,0,104,0
3,1.8,2,81,0,275,0
4,2.6,3,93,0,0,0
1,0.2,1,45,0,98,0
2,0.7,1,38,0,0,0
3,0.5,2,42,0,0,0
3,1.1,1,79,0,185,0
1,10.0,3,203,0,0,1
1,1.7,1,191,0,0,0
3,5.4,3,178,0,147,1
1,0.5,3,44,0,0,0
3,0.9,3,44,0,0,0
2,3.2,1,65,0,0,0
4,0.1,1,43,0,0,0
4,1.5,2,29,0,0,0
4,2.7,1,173,0,427,1
2,1.0,3,40,0,0,0
2,2.7,1,128,0,344,0
2,4.33,1,128,1,0,0
3,0.7,2,69,0,170,0
1,1.5,3,75,0,0,0
1,0.67,3,21,0,0,0
3,0.5,2,40,0,100,0
2,0.1,2,14,0,0,0
2,0.1,3,19,0,106,0
1,1.2,1,85,0,0,0
1,0.7,1,35,0,0,0
1,2.8,3,78,0,0,0
2,2.1,3,42,0,0,0
4,0.6,3,15,0,0,0
1,0.2,2,124,0,0,1
3,1.5,1,50,0,169,0
1,0.4,2,8,0,0,0
4,1.7,2,80,0,0,0
1,0.8,2,53,0,0,0
1,2.8,2,70,0,0,0
2,2.0,1,85,0,0,0
3,2.8,1,45,0,153,0
4,0.1,3,42,0,0,0
3,2.2,3,60,0,0,0
4,0.7,1,70,0,0,0
1,1.3,2,45,0,0,0
4,3.5,2,144,0,0,1
2,0.4,1,148,0,508,0
3,2.67,2,59,0,0,0
4,2.2,2,52,0,0,0
2,6.67,1,224,1,0,0
1,1.2,1,48,0,0,0
1,2.6,2,88,0,0,0
2,0.3,1,122,1,360,0
1,5.2,1,93,0,267,0
1,2.8,1,69,0,220,0
1,2.8,3,83,0,0,0
1,0.8,1,38,0,0,0
3,0.5,2,52,0,0,0
4,1.0,2,69,0,0,0
3,0.8,3,62,0,172,0
3,2.67,1,79,0,0,0
3,1.0,2,34,0,0,0
4,1.9,1,75,0,0,0
4,0.2,1,41,0,0,0
4,2.6,3,94,0,0,0
3,4.7,1,170,0,0,1
2,3.3,1,134,0,0,0
2,0.5,2,28,0,146,0
2,1.6,3,39,0,0,0
3,5.9,2,132,0,307,1
1,1.8,3,42,0,0,0
3,2.2,1,75,0,0,0
1,7.4,1,155,0,0,0
3,2.3,1,62,0,98,0
2,2.2,3,62,0,0,0
4,0.2,1,22,0,83,0
2,7.8,1,118,0,358,0
4,0.9,1,58,0,0,0
2,7.8,1,164,0,0,0
2,1.8,1,63,0,0,0
4,0.9,1,55,0,215,0
1,1.4,1,53,0,0,0
2,4.9,3,141,0,0,1
1,1.5,3,62,0,255,0
4,2.6,1,51,0,0,0
2,1.4,1,183,0,354,0
2,3.1,1,123,0,0,0
4,0.7,1,9,0,89,0
1,1.1,3,44,0,0,0
3,2.67,2,82,0,0,0
3,0.5,1,22,1,0,0
4,1.7,1,42,0,0,0
4,0.6,2,44,0,0,0
3,0.9,3,29,0,0,0
1,1.4,3,41,0,128,0
2,3.9,1,149,0,319,0
4,2.1,3,83,0,0,0
1,6.0,1,152,0,0,0
1,0.0,2,62,0,244,0
2,0.0,3,12,0,0,0
2,3.25,2,128,0,0,1
4,0.2,3,23,0,0,0
1,0.3,3,32,0,80,0
2,0.4,1,89,0,0,0
3,0.5,3,83,0,0,0
3,4.4,1,101,0,0,0
4,2.7,2,120,1,111,1
3,1.6,1,72,0,0,0
4,0.3,1,13,1,0,0
3,1.0,1,23,0,95,0
3,3.0,1,68,0,0,0
3,0.3,3,51,0,0,0
4,0.3,3,190,0,305,1
3,1.2,3,100,0,341,0
4,2.4,3,78,0,0,0
1,0.8,3,68,0,0,0
1,2.5,1,81,0,0,0
3,0.9,2,81,0,0,0
2,1.3,1,111,0,0,0
3,0.4,1,14,0,0,0
4,1.0,3,28,0,0,0
4,3.8,2,135,1,0,1
4,0.7,3,19,0,0,0
3,0.8,3,53,0,154,0
2,1.0,2,25,1,0,0
4,0.5,3,125,1,0,1
4,0.7,1,69,0,245,0
1,3.4,1,128,0,0,0
2,0.3,3,23,0,0,0
2,1.5,2,65,0,0,0
1,3.6,2,74,0,0,0
4,0.6,2,54,0,230,0
4,1.3,1,38,0,166,0
4,4.4,1,172,0,0,1
1,2.9,3,110,0,0,0
3,2.4,2,42,0,0,0
4,1.0,1,10,0,81,0
3,0.7,2,55,0,0,0
4,1.9,3,55,0,164,0
1,0.0,1,112,0,0,0
2,0.3,3,24,0,0,0
2,7.2,1,161,0,0,0
1,4.3,1,93,0,0,0
1,4.3,1,94,1,76,0
1,2.5,1,103,0,0,0
1,7.0,1,115,0,0,0
3,2.7,2,61,0,0,0
3,0.5,2,42,0,116,0
4,0.7,3,83,0,315,0
2,0.8,3,90,0,0,0
1,4.0,1,99,0,0,0
2,8.0,1,168,0,152,0
2,0.3,2,12,0,104,0
4,1.9,3,54,0,164,0
2,1.7,3,85,0,98,0
1,1.3,3,164,1,0,1
2,8.1,3,193,0,0,1
2,1.4,1,81,0,0,0
3,1.3,1,188,0,184,1
4,2.3,3,74,0,0,0
2,1.0,2,41,0,112,0
2,0.8,3,49,0,220,0
4,1.9,2,89,0,0,0
3,0.67,2,12,0,0,0
1,1.0,1,29,0,0,0
2,1.3,1,35,0,0,0
2,1.4,2,19,0,120,0
4,0.6,2,39,0,0,0
4,0.4,2,30,0,78,0
1,5.2,1,82,0,79,0
2,6.2,2,170,0,325,1
2,1.4,2,35,0,135,0
4,0.2,2,39,0,0,0
2,2.2,3,65,0,0,0
4,0.2,1,20,0,0,0
2,0.3,2,15,0,119,0
2,0.1,3,14,0,98,0
2,1.7,1,61,0,229,0
4,0.6,2,22,0,0,0
1,1.2,2,43,0,112,0
1,4.3,1,91,0,81,0
3,0.9,3,15,0,0,0
4,0.1,1,45,0,0,0
1,1.5,2,24,0,0,0
1,2.0,2,41,0,0,0
2,1.8,1,64,0,0,0
1,4.3,1,160,0,385,0
4,0.6,3,23,0,98,0
4,0.4,2,18,0,0,0
1,4.9,1,119,0,208,0
1,1.7,1,32,0,0,0
1,1.8,2,33,0,78,0
1,4.7,1,121,0,0,0
4,4.25,1,172,1,0,1
3,1.9,2,39,0,0,0
