,Experience,Income,CCAvg,Education,Mortgage,target
3876,25,160,4.257336017645428,3,411,1
3877,10,160,5.80930886246631,3,0,1
3878,17,153,0.7677707943074052,2,273,1
3879,29,141,1.5939489989166868,3,0,1
3880,20,131,1.4736141502747884,2,0,1
3881,29,123,4.09812032056027,2,432,1
3882,16,129,5.528210068397607,3,0,1
3883,25,114,2.4103437502937957,3,0,1
3884,20,120,4.987643361751703,3,162,1
3885,26,84,3.3483147051658815,2,0,1
3886,5,118,2.8993292973765765,2,0,1
3887,35,184,3.739792591864352,3,0,1
3888,24,160,3.4927549910252327,2,407,1
3889,24,133,3.8802477683331014,1,431,1
3890,27,138,0.8977330731109596,2,0,1
3891,22,162,4.189125519942435,1,421,1
3892,2,171,5.801347378602542,1,0,1
3893,24,135,3.957857244261969,1,431,1
3894,37,150,3.5072262595702757,2,0,1
3895,32,122,0.2,2,0,1
3896,2,171,4.461338649907369,1,0,1
3897,27,180,6.5894185852921074,2,335,1
3898,8,170,4.181532682521391,2,281,1
3899,3,129,4.25849121757662,1,200,1
3900,26,158,3.661459848008,2,252,1
3901,6,104,3.511914442751045,1,0,1
3902,34,171,2.7155668662313195,2,0,1
3903,8,155,6.680819545059683,3,0,1
3904,24,148,0.4508878704932267,1,284,1
3905,10,117,5.945898511296606,3,246,1
3906,4,95,3.6857372936720694,3,146,1
3907,3,133,4.3518500764671835,1,0,1
3908,10,170,1.2174928549713337,3,0,1
3909,19,130,5.1169986192016985,3,0,1
3910,8,119,5.686021997621744,2,239,1
3911,22,145,3.783291948703425,1,0,1
3912,39,102,3.476835809230602,2,288,1
3913,13,168,4.938227843553645,3,0,1
3914,37,185,5.347203916763529,3,180,1
3915,20,99,4.433237350629227,2,0,1
3916,25,178,3.3712068201329126,3,0,1
3917,21,115,4.265582373556175,3,0,1
3918,27,177,6.497718849102627,2,332,1
3919,34,179,7.241169072253324,2,0,1
3920,39,145,5.525737291386875,2,0,1
3921,33,171,4.806421994727955,2,0,1
3922,36,92,3.030099688434073,3,0,1
3923,16,188,0.6436813280170415,3,291,1
3924,34,95,3.475736096973139,3,0,1
3925,27,172,2.7823555004988827,1,427,1
3926,33,191,5.032364120730421,3,197,1
3927,27,139,1.0617823416526342,3,0,1
3928,32,179,5.385534489921916,2,0,1
3929,26,87,3.8077960789161445,2,0,1
3930,18,75,3.4677978193576675,1,0,1
3931,37,141,2.107590918307638,1,0,1
3932,24,158,3.080566025239541,2,255,1
3933,12,181,2.0736273298995127,2,0,1
3934,7,191,4.625321460942514,2,0,1
3935,29,153,6.3919776485954625,2,0,1
3936,32,148,4.769243132983227,2,102,1
3937,29,131,0.6979574191146143,1,0,1
3938,19,179,7.162585169547499,1,425,1
3939,22,173,1.6058844406659738,1,0,1
3940,37,133,4.0074405420351376,2,0,1
3941,25,139,1.4058071780241126,2,0,1
3942,12,128,4.33283648165513,2,0,1
3943,7,178,4.966504988205614,1,144,1
3944,35,99,4.236615297865225,1,0,1
3945,27,113,1.9184902663181798,3,0,1
3946,20,114,4.042565786871319,2,0,1
3947,12,183,7.567260582391954,1,0,1
3948,14,122,5.805969929314171,2,93,1
3949,6,133,2.3363070031996647,2,0,1
3950,14,136,2.074316309448874,2,262,1
3951,5,190,3.4463242234639235,2,0,1
3952,21,115,4.383147922406779,3,0,1
3953,19,111,5.324109104595743,2,0,1
3954,2,181,3.4928794902261258,2,0,1
3955,4,183,4.246411062510362,2,0,1
3956,5,187,3.8623740195184135,2,0,1
3957,30,190,2.661897482903659,1,0,1
3958,14,163,4.524501761835039,2,0,1
3959,31,178,6.563145025477128,2,0,1
3960,4,183,4.388690592895241,2,0,1
3961,33,169,2.677231285188143,1,0,1
3962,38,184,5.459529988989059,2,0,1
3963,24,138,2.035974260930312,2,0,1
3964,30,115,5.360499865266345,1,0,1
3965,19,139,3.3079154400281183,2,210,1
3966,34,93,3.941330834949981,1,0,1
3967,36,148,0.21009619742829377,2,363,1
3968,16,126,2.872322209486693,2,438,1
3969,29,113,4.456919469163281,2,0,1
3970,20,102,4.797588666995341,2,0,1
3971,17,128,3.4146998867084464,2,0,1
3972,22,169,5.535800878528371,2,170,1
3973,20,114,4.295002421466044,2,0,1
3974,35,152,2.7914212474272864,2,0,1
3975,11,190,2.636155346892128,2,195,1
3976,29,115,4.855477376719042,2,0,1
3977,32,98,3.9247446880535106,2,0,1
3978,5,126,5.775201517844194,2,314,1
3979,27,161,4.3384059591723,2,425,1
3980,14,131,5.644522292993109,2,95,1
3981,1,165,4.506103224175938,3,295,1
3982,22,149,5.946660214848359,1,0,1
3983,30,158,6.089243732564837,1,0,1
3984,11,138,4.127795807361961,3,102,1
3985,11,113,2.35296061097599,2,0,1
3986,8,129,6.255723488229027,2,98,1
3987,22,114,3.1890187362934217,3,0,1
3988,15,158,5.327896719794974,2,0,1
3989,40,103,3.290316640369002,2,285,1
3990,37,141,5.589636486231133,2,0,1
3991,31,134,2.7798229324218173,1,344,1
3992,22,172,5.565219349102291,3,159,1
3993,9,170,3.559170119728265,2,284,1
3994,11,183,4.0760876610133785,2,0,1
3995,3,118,3.2808976173063984,2,0,1
3996,17,172,3.6476349158142263,2,581,1
3997,37,141,0.7873104491578501,1,0,1
3998,33,171,5.102671544504738,2,94,1
3999,34,163,5.687884482154995,1,0,1
4000,9,171,2.498889869424267,2,571,1
4001,3,157,2.635373536112442,2,0,1
4002,16,138,6.891711105632648,1,0,1
4003,19,124,2.9093033470901006,2,436,1
4004,28,175,3.8217555837447987,2,0,1
4005,18,128,5.996662899510755,3,0,1
4006,1,169,3.6359024049655755,3,315,1
4007,5,114,4.05258934159808,2,0,1
4008,17,121,2.6357642796401546,1,0,1
4009,17,81,3.1544067635827364,1,0,1
4010,1,131,3.4356214954744706,1,0,1
4011,5,112,4.988825129624236,2,0,1
4012,17,110,5.307387755263794,2,0,1
4013,13,167,5.836652020615297,2,0,1
4014,14,140,6.319883545026618,1,0,1
4015,35,167,4.1285281305302455,1,0,1
4016,33,141,2.234862846672259,2,0,1
4017,17,143,2.732129211492337,2,209,1
4018,35,152,3.020274138302408,3,0,1
4019,22,178,6.478914829235296,3,0,1
4020,8,174,4.367123996020885,2,573,1
4021,30,157,5.954602048150945,1,0,1
4022,27,172,3.769370069538956,2,0,1
4023,31,112,2.814331031563743,2,0,1
4024,2,172,6.889408474583408,1,0,1
4025,35,148,7.015707369100752,2,0,1
4026,9,114,3.3717162468078374,2,0,1
4027,34,151,1.0393773160169189,2,0,1
4028,21,132,5.325550147003392,2,0,1
4029,22,169,5.5261838614369605,2,170,1
4030,5,135,4.984043743367826,1,0,1
4031,29,119,3.2091129270398735,2,116,1
4032,26,183,5.264120494993282,2,588,1
4033,25,115,1.5602411912728427,3,0,1
4034,18,107,3.9369316930269465,1,0,1
4035,20,162,5.762390805962626,1,431,1
4036,5,132,5.255881902098978,1,0,1
4037,34,118,3.8240166213565643,2,119,1
4038,33,179,6.302148567101695,2,0,1
4039,17,130,3.4913264154543096,3,110,1
4040,7,188,6.959294835989587,2,581,1
4041,26,159,4.8339537354844335,1,0,1
4042,3,135,2.719486911531524,2,449,1
4043,25,178,3.9255895365283555,3,0,1
4044,5,114,3.9458507208944575,2,0,1
4045,8,115,2.7990612429094797,2,0,1
4046,32,124,0.20476023220319536,2,0,1
4047,11,183,5.121807798952961,2,0,1
4048,11,157,4.680950084150355,3,0,1
4049,32,98,3.9294656707055915,2,0,1
4050,35,148,7.077355336180998,2,0,1
4051,29,159,4.018798470495007,2,0,1
4052,6,174,3.489920874232459,2,326,1
4053,7,104,3.60854942758491,2,0,1
4054,27,109,2.9177782174324483,1,357,1
4055,11,181,1.6932079945310978,1,0,1
4056,13,182,2.7885351082716183,3,0,1
4057,20,113,4.351507095800352,1,0,1
4058,26,161,4.172527583234505,3,413,1
4059,15,128,5.931089119407256,3,0,1
4060,13,140,2.387040958958719,1,0,1
4061,12,126,3.7148640602425718,3,0,1
4062,29,168,3.2943432517919375,2,424,1
4063,20,141,2.0895650195525017,1,0,1
4064,22,173,1.2098249793098128,1,0,1
4065,23,132,3.9501838829406584,1,307,1
4066,10,166,6.392683131937672,3,0,1
4067,38,128,0.2,1,374,1
4068,11,183,4.359979014516255,2,0,1
4069,18,189,4.293722769729036,3,598,1
4070,38,152,4.653449825395291,2,113,1
4071,33,122,0.28722257688087266,2,0,1
4072,29,129,5.064843321992077,2,310,1
4073,26,180,1.7324403657944245,2,0,1
4074,20,168,2.370534261991324,2,223,1
4075,22,160,2.5864117069036627,2,316,1
4076,38,181,2.6281574751292442,2,0,1
4077,35,148,6.58430275737176,2,0,1
4078,12,125,4.1384737487647,1,304,1
4079,22,151,3.614396396791002,2,0,1
4080,9,142,0.950528422487343,3,0,1
4081,8,164,6.739706248253885,3,0,1
4082,36,92,3.1389718814404812,2,0,1
4083,32,190,2.982951786166895,1,0,1
4084,37,149,3.6662168067831837,2,0,1
4085,17,120,2.8120331039213537,1,0,1
4086,25,136,1.445164529619047,1,299,1
4087,26,168,6.560770880395951,2,321,1
4088,25,166,6.90929492005902,2,480,1
4089,17,138,3.768592056723258,2,0,1
4090,16,168,7.7064153263956205,1,0,1
4091,16,109,4.943126469801855,2,86,1
4092,36,160,5.872585842531918,3,0,1
4093,27,177,2.6963426144153506,2,0,1
4094,13,156,2.752525653841064,3,0,1
4095,6,107,4.250735294746743,2,0,1
4096,7,127,4.764062372610166,2,0,1
4097,22,139,1.8332552457444575,2,0,1
4098,12,166,0.7853091967614106,2,288,1
4099,32,112,3.2510908781982284,2,123,1
4100,8,180,6.578117224811548,3,0,1
4101,10,182,6.141455249232206,2,0,1
4102,7,134,5.141813025966134,2,102,1
4103,30,152,5.291867728237504,2,290,1
4104,34,117,5.327475563621392,1,0,1
4105,33,98,4.190352546201423,1,0,1
4106,4,142,4.015074155325092,2,0,1
4107,27,170,6.173640255175844,2,325,1
4108,21,132,1.984781521725979,2,0,1
4109,30,116,0.28663597659031104,1,370,1
4110,23,189,0.3721523976294921,2,305,1
4111,11,184,7.908861713678531,1,0,1
4112,15,111,2.632906619344029,1,0,1
4113,19,177,1.893863293478107,1,0,1
4114,20,172,4.988380703691186,2,582,1
4115,20,164,3.037259204017961,2,316,1
4116,37,141,1.0964656538531026,1,0,1
4117,18,143,3.876691242289003,2,209,1
4118,23,93,4.0465246476458825,2,0,1
4119,24,191,5.6124677112727355,2,461,1
4120,26,115,1.1582479129360652,3,0,1
4121,2,130,2.5713873690341456,2,0,1
4122,16,196,7.63704835501491,2,0,1
4123,38,101,3.8954393500498656,2,294,1
4124,7,182,2.6086222088005666,2,608,1
4125,8,143,1.7584091060769396,3,0,1
4126,38,148,4.344427512951404,2,0,1
4127,38,167,5.812484254493975,1,0,1
4128,13,182,3.011498578468431,2,0,1
4129,30,157,3.5544248138523495,2,0,1
4130,25,179,2.9720288074173493,2,0,1
4131,10,165,3.813755567352506,3,0,1
4132,17,110,5.050530646340562,2,0,1
4133,9,154,5.11201248880805,2,0,1
4134,31,101,4.955912910063041,3,253,1
4135,32,140,1.6230393580879985,2,0,1
4136,11,170,1.2331799163997075,3,0,1
4137,9,151,4.781525341982682,2,0,1
4138,38,141,5.286420159180375,2,0,1
4139,38,145,5.554861887516126,3,0,1
4140,12,158,3.957636775454749,2,0,1
4141,12,168,6.882080658494819,3,0,1
4142,8,113,3.107501700010854,1,0,1
4143,29,133,4.678759673019352,1,303,1
4144,32,98,3.9,2,0,1
4145,12,158,3.3517285902830753,2,0,1
4146,29,132,4.3209482758391315,2,0,1
4147,14,119,4.69690575713602,2,206,1
4148,2,186,7.711189735543782,3,0,1
4149,25,183,6.270909942421175,1,337,1
4150,20,177,6.26850175424552,3,533,1
4151,27,103,4.124775957050236,2,0,1
4152,10,182,6.665267388889889,2,0,1
4153,29,154,4.9200492545328665,2,351,1
4154,5,134,3.7496358171682624,1,0,1
4155,30,131,0.6259115390839182,1,0,1
4156,37,133,3.93563280249768,2,0,1
4157,11,182,5.640585417218027,2,0,1
4158,30,190,2.5536867187165226,1,0,1
4159,21,189,0.35085439211292824,3,303,1
4160,31,165,1.8769539211599207,2,0,1
4161,39,94,4.055992222347517,1,121,1
4162,29,153,7.315915145295283,2,0,1
4163,14,131,5.720774587098536,2,96,1
4164,35,135,0.40556322609078865,2,0,1
4165,30,140,0.2564373618644211,2,0,1
4166,6,104,3.504354082591811,1,0,1
4167,12,123,5.56420104284219,2,0,1
4168,7,135,3.8560483455262453,2,0,1
4169,22,187,1.423253447383597,1,180,1
4170,26,161,4.5491269732230935,1,0,1
4171,26,174,2.173987374637208,2,0,1
4172,28,175,3.6414687094349287,3,0,1
4173,25,194,3.5205446335808723,1,611,1
4174,4,120,4.060334440113846,2,0,1
4175,11,158,5.16422931267271,3,0,1
4176,26,151,6.617064329828289,2,0,1
4177,19,126,4.217736669381538,2,0,1
4178,17,128,3.301061862095433,2,0,1
4179,10,68,3.26071767120182,1,129,1
4180,7,144,2.7495429628073915,3,0,1
4181,30,157,5.6809730304871,1,0,1
4182,26,192,4.880145133722469,2,477,1
4183,37,100,4.290851195814627,3,277,1
4184,9,182,8.320209122460643,2,581,1
4185,14,172,6.61929813290634,1,0,1
4186,33,179,7.437177123297408,3,0,1
4187,33,175,8.031936259266665,3,0,1
4188,7,134,3.463994573766092,2,0,1
4189,2,172,5.550061747084527,2,0,1
4190,23,178,3.4176559639453985,3,307,1
4191,39,181,2.4485204793692352,2,0,1
4192,19,144,5.227982146412191,2,0,1
4193,35,150,4.904788652389435,2,0,1
4194,31,132,1.8307383576671823,1,0,1
4195,13,166,2.503233494880164,2,0,1
4196,6,134,2.855993659267422,2,0,1
4197,31,163,2.7468718819091937,2,0,1
4198,12,123,5.57678584201447,2,0,1
4199,5,188,4.022692843484152,2,0,1
4200,12,127,3.7573140945585206,3,0,1
4201,29,133,5.215364672645677,1,305,1
4202,14,161,4.450645711608786,2,0,1
4203,20,132,5.6902619460078645,3,0,1
4204,25,152,7.446617878600389,3,363,1
4205,2,175,5.448358559842575,2,0,1
4206,32,170,2.632845948525155,2,0,1
4207,33,148,6.987232713012058,2,0,1
4208,10,154,5.359765967664127,2,0,1
4209,16,164,7.9510864329579345,2,0,1
4210,16,200,9.792873924424889,2,0,1
4211,27,179,4.951579136137184,2,151,1
4212,5,127,4.175513174974129,2,210,1
4213,7,99,4.237952779914136,1,170,1
4214,11,182,5.668698170695716,2,0,1
4215,10,174,0.9856899720777831,2,293,1
4216,12,158,5.228106733774674,3,0,1
4217,36,185,7.8571609817409644,2,357,1
4218,12,168,6.746341415762974,3,0,1
4219,6,114,3.7595932171421422,2,0,1
4220,25,151,5.063701664854124,3,370,1
4221,28,83,3.567814521945591,2,0,1
4222,21,173,4.834098682565507,2,585,1
4223,11,183,3.722620800095712,2,0,1
4224,5,128,5.860582981420852,2,317,1
4225,7,132,3.0789959118300207,2,0,1
4226,20,112,4.905244285503246,2,0,1
4227,0,165,3.813682155440284,3,299,1
4228,2,182,4.6416273585602355,2,0,1
4229,30,159,3.9424761839992564,2,0,1
4230,11,138,3.2751898892447344,2,203,1
4231,11,134,4.66036357867224,1,209,1
4232,37,170,7.0952276496980415,2,96,1
4233,5,94,3.1737114376325155,1,0,1
4234,23,137,4.160370940745953,1,301,1
4235,19,143,5.399721257910626,1,209,1
4236,4,192,4.947215663307283,2,0,1
4237,22,152,3.716802039237026,3,0,1
4238,25,167,3.6683290206682027,1,428,1
4239,35,183,3.4699749455417734,3,0,1
4240,13,129,5.210061466379151,3,0,1
4241,30,176,5.864779607400018,2,0,1
4242,15,159,5.98650598776369,2,0,1
4243,7,120,5.475142746127812,2,235,1
4244,12,180,0.6443677619247126,2,229,1
4245,34,170,5.544603465652439,2,99,1
4246,36,169,4.997713843184144,2,184,1
4247,4,119,3.4718324441687285,2,0,1
4248,6,115,3.524501252192689,2,0,1
4249,8,171,2.1276751897496124,1,568,1
4250,20,114,4.452610791272809,2,0,1
4251,30,131,1.8917748432833217,2,0,1
4252,15,162,0.5799076171749051,2,282,1
4253,8,181,2.705611124893644,2,607,1
4254,2,141,4.640171922188946,1,356,1
4255,33,177,4.283142774004778,2,400,1
4256,25,136,1.4973837491174602,1,299,1
4257,31,170,3.520237830553377,2,0,1
4258,8,189,3.7741453336412243,3,0,1
4259,10,115,4.374870704520677,3,138,1
4260,27,117,3.4561276377346233,2,103,1
4261,25,159,3.5005441459376385,3,249,1
4262,37,165,5.204112817892801,2,0,1
4263,29,111,2.9332020856788583,2,0,1
4264,32,111,1.7116048923162266,2,319,1
4265,2,173,6.24792260640518,2,0,1
4266,5,184,3.3118376971651964,2,0,1
4267,5,114,3.866611531119365,2,0,1
4268,19,170,0.7443374928274831,1,566,1
4269,10,183,0.9306753913781982,2,285,1
4270,31,121,0.6,1,338,1
4271,16,178,6.561872232763444,2,586,1
4272,6,191,4.4917445254374115,2,0,1
4273,24,177,2.9788478281107604,3,0,1
4274,24,84,3.1753983380570747,2,0,1
4275,3,193,5.712917802814278,3,0,1
4276,23,180,5.855628441643261,1,333,1
4277,30,103,4.042935377432009,2,0,1
4278,23,126,4.534041599854096,1,209,1
4279,33,170,2.3661510797709164,2,0,1
4280,25,127,3.4876372229994095,1,431,1
4281,18,171,5.045433887748703,2,326,1
4282,34,173,4.461265150870287,3,0,1
4283,28,136,5.967656154344961,2,302,1
4284,31,143,4.042748019147401,2,0,1
4285,11,159,5.690873323128077,3,0,1
4286,8,115,2.271242667472453,2,0,1
4287,13,177,5.26865717334229,2,575,1
4288,13,129,4.694435910764803,3,0,1
4289,3,74,3.3069079640327668,1,0,1
4290,16,147,2.82837479495734,2,410,1
4291,17,111,3.3041055288204486,1,0,1
4292,5,167,5.706628896776057,3,281,1
4293,24,120,4.857996907104287,2,207,1
4294,30,153,3.1680519686908957,1,0,1
4295,35,148,7.039780412898637,2,0,1
4296,8,116,3.8489377555551854,2,0,1
4297,3,169,6.3129709168293235,2,0,1
4298,33,124,0.417275794557769,2,0,1
4299,17,182,5.024115614351218,2,0,1
4300,12,167,4.558582349958791,2,551,1
4301,12,121,4.671790844299892,2,0,1
4302,6,191,4.915373918427899,2,0,1
4303,5,133,3.5824542549749534,2,0,1
4304,30,154,4.0352603146335975,1,0,1
4305,23,178,5.3671933816158095,3,0,1
4306,32,115,4.573553263809927,2,0,1
4307,30,131,1.834803938580818,2,0,1
4308,30,158,5.1787606828634125,1,0,1
4309,9,183,3.796137307327259,1,0,1
4310,30,158,6.084731155595407,1,0,1
4311,36,99,4.184892874342297,1,0,1
4312,8,167,7.272720182365615,3,547,1
4313,15,160,6.953467054713015,2,0,1
4314,31,130,2.1346945830735224,3,0,1
4315,6,135,3.9261964149127664,1,0,1
4316,4,82,3.201654088774535,1,0,1
4317,31,178,6.793106545208982,2,0,1
4318,33,180,5.4,3,160,1
4319,17,143,3.311712735832021,2,209,1
4320,16,139,3.2084366664942094,2,0,1
4321,20,104,4.066971816796372,2,0,1
4322,12,182,6.881519119885555,2,0,1
4323,21,133,4.371903666974363,2,0,1
4324,12,146,3.5892821449453405,1,356,1
4325,34,87,3.532645820168463,2,0,1
4326,5,191,4.535269842978385,2,0,1
4327,13,164,4.119851457197429,2,0,1
4328,18,134,4.152835231630446,1,209,1
4329,9,110,3.6284673684062585,1,0,1
4330,24,102,4.148981308678257,2,0,1
4331,24,83,3.1,1,0,1
4332,36,165,5.635104876413406,2,107,1
4333,38,126,0.2,1,375,1
4334,9,170,2.909495943680055,2,287,1
4335,35,185,8.581829519530125,2,0,1
4336,13,127,5.836146860837149,2,0,1
4337,1,143,5.1105877215084785,1,0,1
4338,36,162,4.817629385657319,2,104,1
4339,19,83,3.575642673940443,2,0,1
4340,22,176,5.317553855160786,3,0,1
4341,29,130,1.3819252997539093,2,0,1
4342,30,130,3.671440675148898,1,0,1
4343,36,185,6.553772713701759,2,0,1
4344,35,118,5.428365030010622,2,0,1
4345,23,83,3.1,1,0,1
4346,9,156,6.004159415251698,3,0,1
4347,9,145,6.078631222344285,3,362,1
4348,32,190,5.226176460959688,3,191,1
4349,14,188,1.3,1,189,1
4350,13,117,2.9729650275599653,2,0,1
4351,19,113,4.5841395664012365,2,0,1
4352,8,183,4.58641946935619,2,0,1
4353,10,180,1.4906715640753307,2,92,1
4354,2,193,4.422992212917711,2,0,1
4355,20,130,3.02049372426335,2,0,1
4356,8,114,3.016592606754046,2,0,1
4357,21,158,5.638054839522632,1,443,1
4358,10,175,2.6273269725399526,2,238,1
4359,6,97,3.3564631937552503,1,0,1
4360,5,190,4.270065798044996,2,0,1
4361,9,163,5.99628248072752,3,0,1
4362,16,132,4.1,1,211,1
4363,32,120,1.7182814938775923,2,0,1
4364,20,141,4.993431043042917,1,210,1
4365,11,171,1.5750118872545817,1,299,1
4366,5,119,2.8845627531225704,1,0,1
4367,33,130,3.2506808455842355,2,0,1
4368,31,118,5.551026644857221,2,0,1
4369,25,162,1.816613122039838,2,0,1
4370,29,119,2.8079604781443717,2,111,1
4371,12,171,1.5766964016362637,1,568,1
4372,17,112,1.2968873546357824,3,249,1
4373,21,132,1.3348972543690134,2,0,1
4374,17,128,3.335876767176354,2,0,1
4375,7,119,4.82594720506184,3,0,1
4376,11,168,0.8585327161404678,2,290,1
4377,40,103,3.3854654008772522,2,287,1
4378,12,114,3.2709646029879114,3,248,1
4379,27,139,0.6876391485390266,3,0,1
4380,28,153,7.126827886953183,3,0,1
4381,12,128,4.099653337278001,3,0,1
4382,22,102,4.880294135104071,2,208,1
4383,34,151,0.7954916843216984,2,0,1
4384,17,127,3.0200840889364753,1,0,1
4385,8,184,7.138134141906605,1,0,1
4386,35,169,3.8032145873303227,2,0,1
4387,33,126,3.350772577802222,3,117,1
4388,31,171,4.6,2,88,1
4389,31,172,6.678170309337095,2,0,1
4390,22,145,3.8145362530224407,1,212,1
4391,11,183,4.457025760976828,2,0,1
4392,22,193,2.9129508423481383,1,616,1
4393,34,96,4.133629953318958,1,0,1
4394,34,84,3.4,3,0,1
4395,28,176,3.8810669303407836,3,0,1
4396,17,181,1.541110744899882,1,0,1
4397,11,189,5.953107205650293,1,590,1
4398,20,107,2.1589136839736796,1,0,1
4399,16,81,3.543151306413809,2,0,1
4400,24,180,2.9567102592325374,1,575,1
4401,16,200,9.924078973561441,2,0,1
4402,32,115,4.580050077559137,2,0,1
4403,8,169,7.403083358319127,3,550,1
4404,21,83,3.255246446168521,2,0,1
4405,2,181,3.3864559521861204,2,0,1
4406,37,144,4.14635057490177,2,183,1
4407,31,154,7.503302174178824,2,351,1
4408,30,176,5.905592318222372,2,501,1
4409,20,102,4.273606531934018,2,84,1
4410,35,96,3.715466611191932,1,0,1
4411,34,118,3.825871694832748,2,119,1
4412,9,145,5.268209207527445,1,364,1
4413,35,137,1.6256314739751905,1,0,1
4414,22,94,3.908102095249596,2,0,1
4415,16,141,5.577379219546373,2,0,1
4416,23,132,3.8277842222312004,1,307,1
4417,20,131,2.284435284774753,2,0,1
4418,8,142,1.7016416816509785,3,0,1
4419,30,145,5.9157648704035015,2,0,1
4420,17,111,3.14495742577138,1,0,1
4421,36,100,4.357866682374009,2,261,1
4422,19,153,6.9333093005911595,2,373,1
4423,4,120,3.9788656287853876,1,0,1
4424,10,182,6.489629689195823,2,0,1
4425,16,112,5.294149791651487,2,87,1
4426,36,134,1.552345483603337,2,0,1
4427,12,121,4.850530354441364,2,0,1
4428,27,190,5.957359287850618,2,473,1
4429,29,159,3.9534920109570955,2,0,1
4430,20,138,3.5669052335051075,1,211,1
4431,36,124,0.982216765522576,2,0,1
4432,30,131,0.6162356045934922,1,0,1
4433,21,126,4.3841680999868675,2,0,1
4434,26,184,5.34207092291541,2,588,1
4435,15,140,4.6151124479548455,1,0,1
4436,32,170,2.417970032771085,2,0,1
4437,33,178,8.516285354820992,2,0,1
4438,8,117,4.069851864880761,2,0,1
4439,29,118,2.860255405558493,2,112,1
4440,19,155,1.3866676659117028,2,279,1
4441,25,100,4.171979663433662,1,368,1
4442,33,172,6.748477131895134,2,0,1
4443,28,111,1.1032695792063638,2,0,1
4444,33,175,6.9528578893867765,2,0,1
4445,27,114,0.5926915277149631,2,0,1
4446,16,111,5.2507994444314345,2,87,1
4447,33,173,7.178243654383981,2,0,1
4448,34,94,3.9675511558717624,1,0,1
4449,18,140,3.1707384175072812,2,210,1
4450,4,136,2.905323318797107,2,447,1
4451,9,142,1.3246415452128322,3,0,1
4452,8,181,7.918259732324865,2,580,1
4453,18,153,5.59788142959183,1,416,1
4454,8,190,4.4788865453323705,3,0,1
4455,25,162,1.589927939645301,2,0,1
4456,18,132,5.289087177533645,2,94,1
4457,2,172,3.4631511738561027,3,322,1
4458,20,104,3.846742474194833,1,0,1
4459,28,140,0.2917180943282196,3,0,1
4460,27,144,5.122421741093803,2,293,1
4461,20,136,2.4904655236688322,1,309,1
4462,13,170,4.429460055875555,3,245,1
4463,13,164,3.557988566508679,2,0,1
4464,27,84,3.476055574826495,2,0,1
4465,33,114,4.358730943915207,2,0,1
4466,30,144,4.8518692286413625,2,0,1
4467,11,123,2.9948759644985263,2,0,1
4468,28,141,3.212383590706337,3,0,1
4469,8,183,7.812111556331351,1,0,1
4470,21,133,5.688841871363334,2,0,1
4471,38,99,3.8476753073170293,1,0,1
4472,17,191,5.710706711914317,2,0,1
4473,4,183,3.2747382626724613,3,607,1
4474,34,173,3.171330212723591,3,0,1
4475,21,133,5.438628471134594,2,0,1
4476,8,185,2.860166504413923,3,607,1
4477,25,186,3.8173641106786227,2,0,1
4478,37,175,5.17663561197832,2,180,1
4479,23,159,4.631814649803225,2,416,1
4480,9,112,3.444368244777781,2,0,1
4481,19,125,2.8652658437723324,1,0,1
4482,26,87,3.7402460517919764,1,0,1
4483,20,130,3.422203389592709,2,0,1
4484,22,83,3.203688561411238,2,0,1
4485,28,109,1.5706631913685365,2,0,1
4486,34,99,4.836366076486548,3,254,1
4487,23,173,1.7108266711491682,2,0,1
4488,12,182,4.326766394617014,3,0,1
4489,12,122,5.556045418933546,2,0,1
4490,6,122,2.8856579179709447,2,0,1
4491,15,147,3.4024508819102808,1,355,1
4492,33,170,2.3375495733356906,2,0,1
4493,7,118,4.9162183536506765,2,0,1
4494,26,107,1.3314089752694884,1,367,1
4495,31,114,3.6712018237924067,2,118,1
4496,34,88,3.540423290679078,2,0,1
4497,35,173,3.4307372505202602,2,0,1
4498,35,183,3.300709256420705,2,0,1
4499,20,105,3.2220735560739935,1,0,1
4500,31,130,1.0918584937702405,1,0,1
4501,22,114,2.2414377512749266,3,0,1
4502,29,157,6.423936737321653,1,0,1
4503,24,103,4.2458772657914,2,0,1
4504,27,124,3.310544534840293,3,110,1
4505,7,142,2.531445334592652,3,0,1
4506,36,165,5.065158459171165,3,0,1
4507,9,183,4.543420588994211,2,0,1
4508,35,136,1.3042717245913646,2,0,1
4509,14,170,1.216638374431057,3,0,1
4510,26,161,4.133742206167048,3,413,1
4511,7,151,4.940448230950006,1,0,1
4512,27,190,4.364284587370466,1,467,1
4513,25,134,4.6213641099753495,2,91,1
4514,30,103,4.054500836381824,2,0,1
4515,35,154,1.6882412785832128,3,0,1
4516,33,121,1.2838669737887054,2,0,1
4517,31,134,4.833629530785838,2,0,1
4518,10,155,5.254115893209092,2,0,1
4519,26,86,3.596816630340476,2,0,1
4520,33,151,4.481590030457655,3,356,1
4521,27,176,6.454941097242745,2,331,1
4522,8,114,2.945009975433821,2,0,1
4523,20,102,4.50186231859982,2,82,1
4524,20,183,7.357283246785627,1,428,1
4525,6,120,4.257737478420558,2,0,1
4526,16,97,2.8081071167916267,2,230,1
4527,35,123,0.3769138617682205,1,362,1
4528,14,160,5.133157887436239,2,0,1
4529,37,138,2.856873255999843,2,0,1
4530,12,167,1.5982991972425893,3,0,1
4531,34,152,1.0341670016993614,2,0,1
